id,Number of reported deaths from cholera,Cholera case fatality rate,WHO Region
1086,0,0,Europe
1087,0,0,Europe
1088,0,0,Europe
1089,0,0,Europe
1090,0,0,Europe
1091,10,5.41,Europe
1092,0,0,Europe
1093,0,0,Europe
1094,0,0,Europe
1095,9,450,Europe
1096,0,0,Europe
1097,9,75,Europe
1098,0,0,Europe
1099,0,0,Europe
1100,0,0,Europe
1101,23,8.27,Europe
1102,0,0,Western Pacific
1103,,,Western Pacific
1104,0,0,Western Pacific
1105,0,0,Western Pacific
1106,0,0,Western Pacific
1107,,0,Western Pacific
1108,0,0,Western Pacific
1109,0,0,Western Pacific
1110,0,0,Western Pacific
1111,0,0,Western Pacific
1112,0,0,Western Pacific
1113,0,0,Western Pacific
1114,,,Western Pacific
1115,0,0,Western Pacific
1116,0,0,Western Pacific
1117,0,0,Western Pacific
1118,0,0,Western Pacific
1119,0,0,Western Pacific
1120,1,0.31,Western Pacific
1121,0,0,Western Pacific
1122,0,0,Western Pacific
1123,0,0,Western Pacific
1124,1,1.11,Western Pacific
1125,0,0,Western Pacific
1126,0,0,Western Pacific
1127,0,0,Western Pacific
1128,0,0,Western Pacific
1129,0,0,Western Pacific
1130,0,0,Western Pacific
1131,0,0,Western Pacific
1132,0,0,Western Pacific
1133,0,0,Western Pacific
1134,0,0,Western Pacific
1135,0,0,Western Pacific
1136,0,0,Western Pacific
1137,1,2.94,Western Pacific
1138,1,1.92,Western Pacific
1139,0,0,Western Pacific
1140,0,0,Western Pacific
1141,,,Western Pacific
1142,,,Western Pacific
1143,1,50,Western Pacific
1144,0,0,Western Pacific
1145,0,0,Eastern Mediterranean
1146,4,0.46,Eastern Mediterranean
1147,0,0,Eastern Mediterranean
1148,1,0.23,Eastern Mediterranean
1149,0,0,Eastern Mediterranean
1150,0,0,Eastern Mediterranean
1151,0,0,Europe
1152,,,Europe
1153,0,0,Europe
1154,0,0,Europe
1155,0,0,Europe
1156,0,0,Europe
1157,80,1.4,Africa
1158,67,0.5,Africa
1159,9,25.7,Africa
1160,2,2.7,Africa
1161,63,1.98,Africa
1162,264,2.31,Africa
1163,113,3.66,Africa
1164,67,5.56,Africa
1165,11,1.26,Africa
1166,21,2.57,Africa
1167,15,1.72,Africa
1168,10,3.44,Africa
1169,55,5.49,Africa
1170,78,6.74,Africa
1171,350,3.17,Africa
1172,1237,5.51,Africa
1173,555,3.23,Africa
1174,14,2.9,Africa
1175,39,2.52,Africa
1176,28,3.18,Africa
1177,100,2.95,Africa
1178,32,3.49,Africa
1179,12,4.71,Africa
1180,45,5.36,Africa
1181,102,7.54,Africa
1182,0,0,Africa
1183,53,5.05,Africa
1184,91,2.6,Africa
1185,108,4.46,Africa
1186,42,1.5,Africa
1187,2,0.19,Africa
1188,17,2.53,Africa
1189,0,0,Africa
1190,59,4.34,Africa
1191,74,6.77,Africa
1192,20,4.98,Africa
1193,0,0,Africa
1194,38,15.9,Africa
1195,0,0,Western Pacific
1196,21,1.61,Western Pacific
1197,0,0,Eastern Mediterranean
1198,,,Eastern Mediterranean
1199,0,0,Eastern Mediterranean
1200,0,0,Eastern Mediterranean
1201,0,0,Eastern Mediterranean
1202,0,0,Eastern Mediterranean
1203,0,0,Eastern Mediterranean
1204,0,0,Eastern Mediterranean
1205,0,0,Eastern Mediterranean
1206,0,0,Eastern Mediterranean
1207,0,0,Eastern Mediterranean
1208,1,33.33,Eastern Mediterranean
1209,0,0,Eastern Mediterranean
1210,0,0,Europe
1211,4,1.69,Western Pacific
1212,0,0,Western Pacific
1213,3,1.78,Western Pacific
1214,33,4.58,Western Pacific
1215,174,12.75,Western Pacific
1216,606,6.27,Western Pacific
1217,255,4.62,Western Pacific
1218,21,4.69,Western Pacific
1219,18,58.06,Western Pacific
1220,0,0,Eastern Mediterranean
1221,,,Eastern Mediterranean
1222,23,6.69,Eastern Mediterranean
1223,0,0,Eastern Mediterranean
1224,1,1.85,Eastern Mediterranean
1225,0,0,Africa
1226,0,0,Africa
1227,0,0,Africa
1228,0,0,Africa
1229,0,0,Africa
1230,,0,Africa
1231,0,0,Africa
1232,2,0.19,Africa
1233,3,0.24,Africa
1234,7,0.23,Africa
1235,17,0.34,Africa
1236,18,0.47,Africa
1237,4,0.14,Africa
1238,38,0.11,Africa
1239,0,0,Africa
1240,0,0,Africa
1241,10,2.74,Africa
1242,0,0,Africa
1243,17,0.8,Africa
1244,0,0,Africa
1245,169,1.89,Africa
1246,126,3.68,Africa
1247,17,2.23,Africa
1248,40,30.3,Africa
1249,0,0,Africa
1250,1,1.47,Africa
1251,1,3.03,Africa
1252,0,0,Africa
1253,3,0.85,Africa
1254,8,1.63,Africa
1255,12,6.56,Africa
1256,8,1.19,Africa
1257,33,2.09,Africa
1258,55,2.04,Africa
1259,6,1.37,Africa
1260,9,2.13,Africa
1261,18,3.52,Africa
1262,10,1.55,Africa
1263,16,2.27,Africa
1264,12,2.34,Africa
1265,27,2.02,Africa
1266,28,2.96,Africa
1267,106,17.49,Africa
1268,27,16.07,Africa
1269,2,9.09,Eastern Mediterranean
1270,28,2.43,Eastern Mediterranean
1271,0,0,Africa
1272,0,0,Africa
1273,0,0,Africa
1274,0,0,Africa
1275,413,5.72,Africa
1276,1672,5.71,Africa
1277,549,5.5,Africa
1278,0,0,Africa
1279,0,0,Africa
1280,46,2.6,Africa
1281,11,1.6,Africa
1282,2,1.07,Africa
1283,4,3.33,Africa
1284,17,1.47,Africa
1285,125,2.17,Africa
1286,26,3.13,Africa
1287,5,1.05,Africa
1288,55,1.32,Africa
1289,11,1,Africa
1290,4,0.59,Africa
1291,34,1.24,Africa
1292,911,2.79,Africa
1293,42,1.75,Africa
1294,56,2.34,Africa
1295,648,2.44,Africa
1296,74,4.24,Africa
1297,15,11.54,Africa
1298,0,0,Africa
1299,0,0,Africa
1300,11,10.28,Africa
1301,524,2.08,Africa
1302,8,2.68,Africa
1303,245,3.03,Africa
1304,481,3.57,Africa
1305,16,0.19,Africa
1306,0,0,Africa
1307,49,10.06,Africa
1308,0,0,Africa
1309,24,9.13,Africa
1310,0,0,Africa
1311,0,0,Africa
1312,20,5.39,Africa
1313,2,0.8,Western Pacific
1314,1,0.7,Western Pacific
1315,1,0.58,Western Pacific
1316,1,0.4,Western Pacific
1317,10,1.71,Western Pacific
1318,6,1.35,Western Pacific
1319,1,0.53,Western Pacific
1320,0,0,Western Pacific
1321,2,0.84,Western Pacific
1322,0,0,Western Pacific
1323,11,1.97,Western Pacific
1324,1,0.81,Western Pacific
1325,0,0,Western Pacific
1326,19,1.46,Western Pacific
1327,4,1.03,Western Pacific
1328,0,0,Western Pacific
1329,27,1.22,Western Pacific
1330,0,0,Western Pacific
1331,13,1.31,Western Pacific
1332,8,1.69,Western Pacific
1333,6,1.19,Western Pacific
1334,38,1.83,Western Pacific
1335,14,3.56,Western Pacific
1336,32,2.42,Western Pacific
1337,18,1.54,Western Pacific
1338,2,3.64,Western Pacific
1339,2,3.85,Western Pacific
1340,1,1.49,Western Pacific
1341,38,1.73,Western Pacific
1342,17,3.29,Western Pacific
1343,14,2.99,Western Pacific
1344,7,7.22,Western Pacific
1345,10,1.99,Western Pacific
1346,64,3.91,Western Pacific
1347,12,2.7,Western Pacific
1348,4,1.63,Western Pacific
1349,8,7.27,Western Pacific
1350,0,0,Western Pacific
1351,17,4.61,Western Pacific
1352,11,1.27,Western Pacific
1353,1,1.89,Western Pacific
1354,3,2.83,Western Pacific
1355,,,Western Pacific
1356,3,20,Western Pacific
1357,0,0,Western Pacific
1358,1,6.25,Western Pacific
1359,143,27.93,Western Pacific
1360,24,6.88,Western Pacific
1361,0,0,Western Pacific
1362,220,1.94,South-East Asia
1363,2,8.7,Africa
1364,19,8.68,Africa
1365,95,4.28,Africa
1366,5,3.27,Africa
1367,0,0,Africa
1368,76,6.45,Africa
1369,205,7.22,Africa
1370,119,8.18,Africa
1371,2,11.11,Africa
1372,9,13.43,Africa
1373,51,2.71,Africa
1374,3,50,Africa
1375,3,50,Africa
1376,761,13.3,Africa
1377,231,10.54,Africa
1378,84,23.86,Africa
1379,151,7.88,Africa
1380,838,22.29,Africa
1381,406,22.62,Africa
1382,21,16.15,Africa
1383,32,14.61,Africa
1384,0,0,Africa
1385,1321,27.57,Africa
1386,201,7.54,Africa
1387,6,2,Western Pacific
1388,3,6.52,Africa
1389,0,0,Africa
1390,0,0,Africa
1391,70,1.69,Africa
1392,8,23.53,Africa
1393,0,0,Africa
1394,7,1.52,Africa
1395,148,3.26,Africa
1396,27,3.86,Africa
1397,38,6.61,Africa
1398,101,6.4,Africa
1399,113,3.03,Africa
1400,20,7.72,Africa
1401,15,9.04,Africa
1402,22,14.67,Africa
1403,24,16.22,Africa
1404,53,4.65,Africa
1405,0,0,Africa
1406,0,0,Africa
1407,0,0,Americas
1408,0,0,Americas
1409,1,0.53,Americas
1410,0,0,Americas
1411,0,0,Americas
1412,0,0,Americas
1413,0,0,Americas
1414,0,0,Americas
1415,0,0,Americas
1416,0,0,Americas
1417,1,0.04,Americas
1418,5,0.46,Americas
1419,137,0.83,Americas
1420,56,1.38,Americas
1421,193,1.8,Americas
1422,99,1.21,Americas
1423,34,1.26,Americas
1424,0,0,Western Pacific
1425,0,0,Western Pacific
1426,20,0.58,Western Pacific
1427,0,0,Western Pacific
1428,1,2.94,Western Pacific
1429,0,0,Western Pacific
1430,12,6.78,Western Pacific
1431,0,0,Eastern Mediterranean
1432,137,3,Eastern Mediterranean
1433,0,0,Eastern Mediterranean
1434,0,0,Eastern Mediterranean
1435,0,0,Eastern Mediterranean
1436,2,0.2,Africa
1437,64,0.7,Africa
1438,1,0.2,Africa
1439,19,1.02,Africa
1440,7,1.08,Africa
1441,5,0.39,Africa
1442,117,1.57,Africa
1443,155,0.79,Africa
1444,102,1.12,Africa
1445,22,0.84,Africa
1446,29,0.46,Africa
1447,24,1.08,Africa
1448,110,0.55,Africa
1449,102,0.74,Africa
1450,342,1.4,Africa
1451,102,1.16,Africa
1452,238,1.35,Africa
1453,1194,2.69,Africa
1454,1353,3.17,Africa
1455,259,2.96,Africa
1456,0,0,Africa
1457,27,3.9,Africa
1458,507,2.56,Africa
1459,727,2.36,Africa
1460,328,4.18,Africa
1461,194,4.67,Africa
1462,12,3.23,Africa
1463,0,0,Africa
1464,0,0,Africa
1465,11,2.11,Africa
1466,447,4.16,Africa
1467,199,8.65,Africa
1468,132,7.53,Africa
1469,85,7.01,Africa
1470,547,11.99,Africa
1471,3,16.67,Africa
1472,2,66.67,Africa
1473,3,27.27,Africa
1474,138,13.56,Africa
1475,87,19.21,Africa
1476,11,1.4,South-East Asia
1477,12,11.7,South-East Asia
1478,,,South-East Asia
1479,0,0,South-East Asia
1480,0,0,South-East Asia
1481,,0,South-East Asia
1482,1,2.22,South-East Asia
1483,6,0.46,South-East Asia
1484,4,0.95,South-East Asia
1485,52,2.96,South-East Asia
1486,50,6.05,South-East Asia
1487,39,4.22,South-East Asia
1488,11,1.84,South-East Asia
1489,29,2.93,South-East Asia
1490,3,10.71,South-East Asia
1491,50,4.91,South-East Asia
1492,75,8.58,South-East Asia
1493,372,10.48,South-East Asia
1494,173,11.39,South-East Asia
1495,172,5.85,South-East Asia
1496,203,8.59,South-East Asia
1497,24,6.22,South-East Asia
1498,7,3.89,South-East Asia
1499,42,11.11,South-East Asia
1500,76,8.34,South-East Asia
1501,34,16.59,South-East Asia
1502,0,0,South-East Asia
1503,0,0,South-East Asia
1504,17,6.46,South-East Asia
1505,8,3.86,South-East Asia
1506,171,18.55,South-East Asia
1507,783,25.94,South-East Asia
1508,0,0,South-East Asia
1509,0,0,South-East Asia
1510,200,77.22,South-East Asia
1511,2,66.67,South-East Asia
1512,3,42.86,South-East Asia
1513,3,30,South-East Asia
1514,6,46.15,South-East Asia
1515,12,28.57,South-East Asia
1516,19,54.29,South-East Asia
1517,9,40.91,South-East Asia
1518,245,70.61,South-East Asia
1519,4685,69.38,South-East Asia
1520,2785,66.12,South-East Asia
1521,13,2.7,Africa
1522,0,0,Africa
1523,3,1.89,Africa
1524,38,1.09,Africa
1525,0,0,Africa
1526,5,2.7,Africa
1527,0,0,Africa
1528,0,0,Western Pacific
1529,0,0,Western Pacific
1530,0,0,South-East Asia
1531,0,0,South-East Asia
1532,2,0.2,South-East Asia
1533,0,0,South-East Asia
1534,,0,South-East Asia
1535,9,0.5,South-East Asia
1536,0,0,South-East Asia
1537,0,0,South-East Asia
1538,17,0.97,South-East Asia
1539,0,0,South-East Asia
1540,1,0.37,South-East Asia
1541,0,0,South-East Asia
1542,0,0,South-East Asia
1543,0,0,South-East Asia
1544,15,1.88,South-East Asia
1545,873,2.85,South-East Asia
1546,495,2.07,South-East Asia
1547,2,1.42,South-East Asia
1548,0,0,South-East Asia
1549,0,0,South-East Asia
1550,0,0,South-East Asia
1551,10,0.6,South-East Asia
1552,4,0.93,South-East Asia
1553,1,0.54,South-East Asia
1554,0,0,South-East Asia
1555,0,0,South-East Asia
1556,0,0,South-East Asia
1557,0,0,South-East Asia
1558,0,0,South-East Asia
1559,1,0.26,South-East Asia
1560,6,2.65,South-East Asia
1561,17,50,South-East Asia
1562,0,0,South-East Asia
1563,97,13.34,South-East Asia
1564,384,14.19,South-East Asia
1565,0,0,Europe
1566,0,0,Europe
1567,0,0,Europe
1568,0,0,Europe
1569,0,0,Europe
1570,,,Europe
1571,,,Europe
1572,,,Europe
1573,0,0,Europe
1574,0,0,Europe
1575,0,0,Europe
1576,0,0,Europe
1577,0,0,Europe
1578,0,0,Europe
1579,0,0,Europe
1580,0,0,Europe
1581,0,0,Europe
1582,0,0,Europe
1583,,,Europe
1584,0,0,Europe
1585,0,0,Europe
1586,0,0,Europe
1587,1,100,Europe
1588,0,0,Western Pacific
1589,,,Western Pacific
1590,0,0,Western Pacific
1591,0,0,Western Pacific
1592,0,0,Western Pacific
1593,0,0,Western Pacific
1594,0,0,Western Pacific
1595,0,0,Western Pacific
1596,1,33.33,Western Pacific
1597,0,0,Americas
1598,7,1.27,Americas
1599,29,2.02,Americas
1600,36,2.81,Americas
1601,107,3.8,Americas
1602,164,1.86,Americas
1603,134,1.71,Americas
1604,220,3.32,Americas
1605,46,1.5,Americas
1606,0,0,Americas
1607,6,15.8,Africa
1608,4,7.8,Africa
1609,80,3.9,Africa
1610,13,2.22,Africa
1611,110,2.08,Africa
1612,60,2.58,Africa
1613,66,5.72,Africa
1614,70,7.2,Africa
1615,2,8.33,Africa
1616,81,6.57,Africa
1617,55,9.95,Africa
1618,57,2.62,Africa
1619,11,3.77,Africa
1620,12,5.08,Africa
1621,1,1.23,Africa
1622,38,16.89,Africa
1623,85,7.17,Africa
1624,13,5.02,Africa
1625,206,5.21,Africa
1626,15,5.68,Africa
1627,83,11.34,Africa
1628,367,11.33,Africa
1629,22,13.25,Africa
1630,308,8.13,Africa
1631,0,0,Africa
1632,75,26.22,Africa
1633,16,13.22,Africa
1634,12,23.53,Africa
1635,2344,25.3,Africa
1636,8,50,Africa
1637,32,4.2,Africa
1638,186,3.5,Africa
1639,755,2.1,Africa
1640,229,3.47,Africa
1641,18,3.02,Africa
1642,742,3.17,Africa
1643,1712,3.85,Africa
1644,431,3.15,Africa
1645,247,4.57,Africa
1646,48,2.89,Africa
1647,127,6.26,Africa
1648,174,3.89,Africa
1649,185,5.81,Africa
1650,87,4.5,Africa
1651,154,2.84,Africa
1652,119,5.15,Africa
1653,43,1.54,Africa
1654,2085,7.91,Africa
1655,187,5.4,Africa
1656,134,10.14,Africa
1657,1193,9.64,Africa
1658,87,8.22,Africa
1659,313,10.95,Africa
1660,266,6.39,Africa
1661,686,7.9,Africa
1662,7654,12.87,Africa
1663,61,5.66,Africa
1664,10,7.3,Africa
1665,111,8.6,Africa
1666,23,25.27,Africa
1667,0,0,Africa
1668,185,11.1,Africa
1669,2,1.12,Africa
1670,18,7.26,Africa
1671,18,16.82,Africa
1672,25,18.12,Africa
1673,4,1.37,Africa
1674,20,10.15,Africa
1675,10,2.66,Africa
1676,25,22.32,Africa
1677,1,2.63,Africa
1678,27,17.2,Africa
1679,96,7.04,Africa
1680,2945,12.84,Africa
1681,4,26.67,Africa
1682,0,0,Europe
1683,0,0,Europe
1684,0,0,Europe
1685,0,0,Europe
1686,0,0,Europe
1687,0,0,Europe
1688,0,0,Europe
1689,0,0,Europe
1690,0,0,Eastern Mediterranean
1691,,,Eastern Mediterranean
1692,,,Eastern Mediterranean
1693,8,88.89,Eastern Mediterranean
1694,6,0.5,Eastern Mediterranean
1695,23,2.15,Eastern Mediterranean
1696,8,5.6,Eastern Mediterranean
1697,219,41.56,Eastern Mediterranean
1698,0,0,Eastern Mediterranean
1699,206,1.7,Eastern Mediterranean
1700,0,0,Eastern Mediterranean
1701,1,8.33,Eastern Mediterranean
1702,,,Eastern Mediterranean
1703,43,3.63,Eastern Mediterranean
1704,0,0,Eastern Mediterranean
1705,17,2.37,Eastern Mediterranean
1706,55,1.4,Eastern Mediterranean
1707,1,4.76,Eastern Mediterranean
1708,1107,16.51,Eastern Mediterranean
1709,86,23.5,Eastern Mediterranean
1710,4,9.52,Americas
1711,49,2.03,Americas
1712,29,2.46,Americas
1713,2,0.13,Western Pacific
1714,95,1.06,Western Pacific
1715,45,2.3,Western Pacific
1716,0,0,Western Pacific
1717,464,35.89,Western Pacific
1718,0,0,Americas
1719,0,0,Americas
1720,0,0,Americas
1721,0,0,Americas
1722,0,0,Americas
1723,6,0.64,Americas
1724,6,0.39,Americas
1725,568,1.36,Americas
1726,29,0.83,Americas
1727,21,0.46,Americas
1728,171,0.76,Americas
1729,199,0.83,Americas
1730,575,0.79,Americas
1731,801,0.33,Americas
1732,2909,0.9,Americas
1733,0,0,Western Pacific
1734,8,0.2,Western Pacific
1735,0,0,Western Pacific
1736,14,0.8,Western Pacific
1737,3,2.5,Western Pacific
1738,2,6.06,Western Pacific
1739,0,0,Western Pacific
1740,1,1.5,Western Pacific
1741,2,1.44,Western Pacific
1742,3,0.56,Western Pacific
1743,,,Western Pacific
1744,6,2.18,Western Pacific
1745,0,0,Western Pacific
1746,17,2.33,Western Pacific
1747,0,0,Western Pacific
1748,14,1,Western Pacific
1749,4,0.47,Western Pacific
1750,27,0.81,Western Pacific
1751,10,1.41,Western Pacific
1752,0,0,Western Pacific
1753,1,10,Western Pacific
1754,31,3.33,Western Pacific
1755,51,5.9,Western Pacific
1756,61,7.3,Western Pacific
1757,408,32.18,Western Pacific
1758,122,8.66,Western Pacific
1759,180,13.21,Western Pacific
1760,160,12.72,Western Pacific
1761,15,2.21,Western Pacific
1762,33,1.91,Western Pacific
1763,447,15.74,Western Pacific
1764,78,1.39,Western Pacific
1765,109,3.04,Western Pacific
1766,38,3.47,Western Pacific
1767,106,6.88,Western Pacific
1768,89,3.19,Western Pacific
1769,52,3.19,Western Pacific
1770,273,5.19,Western Pacific
1771,448,9.78,Western Pacific
1772,1518,9.22,Western Pacific
1773,433,10.88,Western Pacific
1774,1682,12.92,Western Pacific
1775,1405,14.16,Western Pacific
1776,0,0,Europe
1777,0,0,Europe
1778,,,Europe
1779,0,0,Europe
1780,0,0,Europe
1781,8,0.75,Europe
1782,48,1.95,Europe
1783,4,6.25,Europe
1784,0,0,Eastern Mediterranean
1785,0,0,Eastern Mediterranean
1786,,,Eastern Mediterranean
1787,0,0,Western Pacific
1788,0,0,Western Pacific
1789,,0,Western Pacific
1790,0,0,Western Pacific
1791,0,0,Western Pacific
1792,0,0,Western Pacific
1793,0,0,Western Pacific
1794,0,0,Western Pacific
1795,0,0,Western Pacific
1796,0,0,Western Pacific
1797,0,0,Western Pacific
1798,4,3.54,Western Pacific
1799,4,2.76,Western Pacific
1800,23,4.84,Western Pacific
1801,137,8.91,Western Pacific
1802,1,9.09,Western Pacific
1803,38,9.16,Western Pacific
1804,5,2.08,Europe
1805,0,0,Europe
1806,0,0,Europe
1807,3,2.54,Europe
1808,4,5,Europe
1809,0,0,Europe
1810,0,0,Europe
1811,9,3.98,Europe
1812,1,0.37,Europe
1813,0,0,Europe
1814,0,0,Europe
1815,0,0,Europe
1816,,,Europe
1817,0,0,Europe
1818,0,0,Europe
1819,0,0,Europe
1820,0,0,Europe
1849,0,0,Africa
1850,34,5.99,Africa
1851,35,6.96,Africa
1852,35,5.15,Africa
1853,0,0,Africa
1854,3,4.29,Africa
1855,6,5.94,Africa
1856,7,3.1,Africa
1857,0,0,Africa
1858,13,8.07,Africa
1859,5,9.26,Africa
1860,2,1,Africa
1861,1,4.17,Africa
1862,4,13.33,Africa
1863,0,0,Africa
1864,48,5.73,Africa
1865,0,0,Western Pacific
1866,4,3.36,Africa
1867,0,0,Africa
1868,9,0.97,Africa
1869,33,1.68,Africa
1870,1,33.33,Africa
1871,9,1.12,Africa
1872,64,1.62,Africa
1873,,,Eastern Mediterranean
1874,3,4.05,Eastern Mediterranean
1875,0,0,Eastern Mediterranean
1876,0,0,Eastern Mediterranean
1877,0,0,Eastern Mediterranean
1878,1,3.33,Eastern Mediterranean
1879,0,0,Eastern Mediterranean
1880,0,0,Eastern Mediterranean
1881,48,52.75,Eastern Mediterranean
1882,0,0,Eastern Mediterranean
1883,14,5.26,Eastern Mediterranean
1884,0,0,Africa
1885,,0,Africa
1886,0,0,Africa
1887,0,0,Africa
1888,20,1.56,Africa
1889,24,0.6,Africa
1890,10,2.74,Africa
1891,458,0,Africa
1892,10,0.82,Africa
1893,11,2.97,Africa
1894,765,4.75,Africa
1895,160,4.8,Africa
1896,1,0.26,Africa
1897,288,9.14,Africa
1898,63,13.24,Africa
1899,474,15.86,Africa
1900,94,12.91,Africa
1901,0,0,Africa
1902,3,2.91,Africa
1903,8,2.54,Africa
1904,37,9.76,Africa
1905,60,22.64,Africa
1906,0,0,Africa
1907,1,0.56,Africa
1908,0,0,Africa
1909,0,0,Africa
1910,32,8.49,Africa
1911,299,1.29,Africa
1912,1,1.61,Africa
1913,84,3.79,Africa
1914,99,3.87,Africa
1915,0,0,Africa
1916,42,8.19,Africa
1917,5,0.58,Africa
1918,57,2.72,Africa
1919,447,4.35,Africa
1920,623,6.42,Africa
1921,30,5.39,Africa
1922,669,7.47,Africa
1923,0,0,Africa
1924,13,6.16,Africa
1925,74,25.26,Africa
1926,0,0,Western Pacific
1927,0,0,Western Pacific
1928,0,0,Western Pacific
1929,,,Western Pacific
1930,1,9.09,Western Pacific
1931,0,0,Western Pacific
1932,,,Western Pacific
1933,0,0,Western Pacific
1934,0,0,Western Pacific
1935,0,0,Western Pacific
1936,2,6.45,Western Pacific
1937,0,0,Western Pacific
1938,1,5.26,Western Pacific
1939,0,0,Western Pacific
1940,1,2.44,Western Pacific
1941,0,0,Western Pacific
1942,0,0,Western Pacific
1943,2,5.88,Western Pacific
1944,0,0,Western Pacific
1945,0,0,Western Pacific
1946,0,0,Western Pacific
1947,0,0,Western Pacific
1948,0,0,Western Pacific
1949,1,3.7,Western Pacific
1950,8,20,Western Pacific
1951,0,0,Western Pacific
1952,0,0,Western Pacific
1953,0,0,Western Pacific
1954,0,0,Western Pacific
1955,0,0,Western Pacific
1956,0,0,Western Pacific
1957,0,0,Western Pacific
1958,0,0,Western Pacific
1959,0,0,Western Pacific
1960,0,0,Western Pacific
1961,3,2.63,Western Pacific
1962,4,36.36,Western Pacific
1963,0,0,Western Pacific
1964,3,12.5,Western Pacific
1965,2,7.41,Western Pacific
1966,,,Western Pacific
1967,0,0,Europe
1968,548,3.5,Eastern Mediterranean
1969,84,1.1,Eastern Mediterranean
1970,,,Eastern Mediterranean
1971,140,2.04,Eastern Mediterranean
1972,200,0.89,Eastern Mediterranean
1973,1130,1.46,Eastern Mediterranean
1974,103,2.93,Eastern Mediterranean
1975,3,1.44,Eastern Mediterranean
1976,16,1.25,Eastern Mediterranean
1977,1182,2.84,Eastern Mediterranean
1978,26,0.58,Eastern Mediterranean
1979,56,0.51,Eastern Mediterranean
1980,159,5.73,Eastern Mediterranean
1981,93,3.62,Eastern Mediterranean
1982,563,7.51,Eastern Mediterranean
1983,693,3.9,Eastern Mediterranean
1984,196,4.44,Eastern Mediterranean
1985,252,3.7,Eastern Mediterranean
1986,464,4.52,Eastern Mediterranean
1987,191,2.06,Eastern Mediterranean
1988,1206,4.26,Eastern Mediterranean
1989,1945,12.17,Eastern Mediterranean
1990,1589,15.58,Eastern Mediterranean
1991,10,11.24,Eastern Mediterranean
1992,10,23.26,Eastern Mediterranean
1993,0,0,Africa
1994,57,0.54,Africa
1995,22,0.56,Africa
1996,0,0,Africa
1997,28,0.8,Africa
1998,35,1.26,Africa
1999,45,1.15,Africa
2000,32,0.32,Africa
2001,232,0.22,Africa
2002,68,0.35,Africa
2003,2,2.94,Africa
2004,1,5,Africa
2005,0,0,Africa
2006,2,2.56,Africa
2007,0,0,Africa
2008,0,0,Africa
2009,0,0,Africa
2010,1,0.83,Africa
2011,4,0.15,Africa
2012,20,1.69,Africa
2013,63,1.34,Africa
2014,224,1.87,Africa
2015,52,1.24,Africa
2016,16,1.86,Africa
2017,0,0,Africa
2018,0,0,Africa
2019,0,0,Africa
2020,82,1.9,Africa
2021,47,2.6,Africa
2022,167,2.6,Africa
2023,0,0,Europe
2024,0,0,Europe
2025,0,0,Europe
2026,0,0,Europe
2027,,,Europe
2028,,,Europe
2029,0,0,Europe
2030,0,0,Europe
2031,0,0,Europe
2032,0,0,Europe
2033,0,0,Europe
2034,0,0,Europe
2035,0,0,Europe
2036,0,0,Europe
2037,,,Europe
2038,0,0,Europe
2039,0,0,Europe
2040,0,0,Europe
2041,,,Europe
2042,0,0,Europe
2043,0,0,Europe
2044,,,Europe
2045,,,Europe
2046,1,11.11,South-East Asia
2047,0,0,South-East Asia
2048,5,4.63,South-East Asia
2049,49,3.19,South-East Asia
2050,12,2.79,South-East Asia
2051,0,0,South-East Asia
2052,3,2.48,South-East Asia
2053,2,2.86,South-East Asia
2054,11,7.14,South-East Asia
2055,2,2.33,South-East Asia
2056,21,6.8,South-East Asia
2057,57,9.93,South-East Asia
2058,4,3.85,South-East Asia
2059,0,0,South-East Asia
2060,2,4.17,South-East Asia
2061,0,0,South-East Asia
2062,16,2.2,South-East Asia
2063,67,4.61,South-East Asia
2064,333,7.3,South-East Asia
2065,13,11.02,South-East Asia
2066,52,0.38,Eastern Mediterranean
2067,118,0.68,Eastern Mediterranean
2068,500,3.64,Eastern Mediterranean
2069,1011,3.29,Eastern Mediterranean
2070,0,0,Eastern Mediterranean
2071,239,5.36,Eastern Mediterranean
2072,2,11.76,Eastern Mediterranean
2073,176,20.83,Eastern Mediterranean
2074,1,8.33,Americas
2075,0,0,Europe
2076,0,0,Europe
2077,0,0,Europe
2078,0,0,Europe
2079,,,Europe
2080,0,0,Europe
2081,0,0,Europe
2082,0,0,Europe
2083,0,0,Europe
2084,0,0,Europe
2085,0,0,Europe
2086,0,0,Europe
2087,0,0,Europe
2088,0,0,Europe
2089,0,0,Europe
2090,0,0,Europe
2091,0,0,Europe
2092,0,0,Europe
2093,,,Europe
2094,0,0,Europe
2095,0,0,Europe
2096,0,0,Europe
2097,0,0,Europe
2098,0,0,Europe
2099,,,Europe
2100,0,0,Europe
2101,0,0,Europe
2102,30,4.35,Eastern Mediterranean
2103,66,2.79,Eastern Mediterranean
2104,11,1.38,Eastern Mediterranean
2105,6,8.96,Eastern Mediterranean
2106,25,4.95,Eastern Mediterranean
2107,0,0,Eastern Mediterranean
2108,0,0,Eastern Mediterranean
2109,0,0,Europe
2110,5,3.03,Europe
2111,1,1.9,South-East Asia
2112,1,0.8,South-East Asia
2113,0,0,South-East Asia
2114,0,0,South-East Asia
2115,0,0,South-East Asia
2116,4,1.43,South-East Asia
2117,15,0.76,South-East Asia
2118,2,0.63,South-East Asia
2119,3,0.69,South-East Asia
